trust_code,ltla_code,p_trust,p_ltla
RXL,E07000128,0.2718052738336714,0.9241379310344827
RXN,E07000118,0.29678638941398866,0.9289940828402367
RXN,E07000123,0.444234404536862,1
RXN,E07000126,0.2589792060491493,1
RXP,E06000005,0.17719298245614035,1
RXP,E06000047,0.7807017543859649,0.7189014539579968
RXP,E07000166,0.042105263157894736,0.5333333333333333
RXQ,E06000060,0.9653979238754326,0.5304182509505704
RXQ,E07000096,0.03460207612456748,0.04484304932735426
RXR,E06000008,0.35254691689008044,1
RXR,E07000117,0.17560321715817695,1
RXR,E07000120,0.15013404825737264,1
RXR,E07000122,0.15147453083109919,0.7197452229299363
RXR,E07000124,0.05227882037533512,1
RXR,E07000125,0.11796246648793565,0.8461538461538461
RXW,E06000020,0.39552238805970147,1
RXW,E06000051,0.6044776119402985,1
RYJ,E09000005,0.235929067077872,0.24305003971405878
RYJ,E09000007,0.018504240555127217,0.061855670103092786
RYJ,E09000009,0.15111796453353893,0.21973094170403587
RYJ,E09000013,0.18195836545875096,0.7662337662337663
RYJ,E09000015,0.03777949113338473,0.058333333333333334
RYJ,E09000017,0.02235929067077872,0.050699300699300696
RYJ,E09000018,0.040863531225905934,0.12100456621004566
RYJ,E09000020,0.08404009252120277,0.4007352941176471
RYJ,E09000027,0.013878180416345412,0.08571428571428572
RYJ,E09000032,0.010023130300693909,0.03233830845771144
RYJ,E09000033,0.2035466461063994,0.631578947368421
RYR,E07000223,0.16025641025641027,1
RYR,E07000224,0.27884615384615385,1
RYR,E07000225,0.1794871794871795,1
RYR,E07000227,0.11217948717948718,0.2517985611510791
RYR,E07000229,0.2692307692307692,1
